Data rescue from Liverpool via zooniverse, heights in cm
Datum Old Dock Sill (unverified) 
Revised version using tide fitted to 1857-1903 data with QC as at 10th May 2022
Recommend checking for updates before final publication!
Jo Williams joll@noc.ac.uk 
               Date, Observation,  Prediction
1903-02-25 16:00:00,   -99.06, -145.13 
1903-02-25 16:15:00,  -111.76, -160.84 
1903-02-25 16:30:00,  -119.38, -173.14 
1903-02-25 16:45:00,  -121.92, -181.37 
1903-02-25 17:00:00,  -121.92, -184.79 
1903-02-25 17:15:00,  -119.38, -182.66 
1903-02-25 17:30:00,  -114.30, -174.35 
1903-02-25 17:45:00,   -99.06, -159.46 
1903-02-25 18:00:00,   -76.20, -137.87 
1903-02-25 18:15:00,   -50.80, -109.77 
1903-02-25 18:30:00,   -20.32,  -75.69 
1903-02-25 18:45:00,    15.24,  -36.47 
1903-02-25 19:00:00,    48.26,    6.77 
1903-02-25 19:15:00,    91.44,   52.73 
1903-02-25 19:30:00,   142.24,  100.04 
1903-02-25 19:45:00,   185.42,  147.36 
1903-02-25 20:00:00,   228.60,  193.52 
1903-02-25 20:15:00,   274.32,  237.59 
1903-02-25 20:30:00,   314.96,  278.91 
1903-02-25 20:45:00,   350.52,  317.10 
1903-02-25 21:00:00,   383.54,  351.96 
1903-02-25 21:15:00,   414.02,  383.38 
1903-02-25 21:30:00,   441.96,  411.23 
1903-02-25 21:45:00,   464.82,  435.29 
1903-02-25 22:00:00,   482.60,  455.20 
1903-02-25 22:15:00,   500.38,  470.43 
1903-02-25 22:30:00,   513.08,  480.32 
1903-02-25 22:45:00,   513.08,  484.18 
1903-02-25 23:00:00,   515.62,  481.40 
1903-02-25 23:15:00,   510.54,  471.61 
1903-02-25 23:30:00,   510.54,  454.80 
1903-02-25 23:45:00,   492.76,  431.41 
1903-02-26 00:00:00,   492.76,  402.34 
1903-02-26 00:15:00,   447.04,  368.86 
1903-02-26 00:30:00,   401.32,  332.40 
1903-02-26 00:45:00,   381.00,  294.36 
1903-02-26 01:00:00,   347.98,  255.87 
1903-02-26 01:15:00,   320.04,  217.68 
1903-02-26 01:30:00,   289.56,  180.14 
1903-02-26 01:45:00,   259.08,  143.32 
1903-02-26 02:00:00,   226.06,  107.14 
1903-02-26 02:15:00,   190.50,   71.57 
1903-02-26 02:30:00,   152.40,   36.73 
1903-02-26 02:45:00,   114.30,    2.94 
1903-02-26 03:00:00,    73.66,  -29.37 
1903-02-26 03:15:00,    35.56,  -59.75 
1903-02-26 03:30:00,     0.00,  -87.79 
1903-02-26 03:45:00,   -33.02, -113.20 
1903-02-26 04:00:00,   -55.88, -135.77 
1903-02-26 04:15:00,   -76.20, -155.28 
1903-02-26 04:30:00,   -91.44, -171.41 
1903-02-26 04:45:00,  -104.14, -183.70 
1903-02-26 05:00:00,  -119.38, -191.54 
1903-02-26 05:15:00,  -134.62, -194.16 
1903-02-26 05:30:00,  -142.24, -190.83 
1903-02-26 05:45:00,  -139.70, -180.88 
1903-02-26 06:00:00,  -114.30, -163.88 
1903-02-26 06:15:00,   -88.90, -139.68 
1903-02-26 06:30:00,   -63.50, -108.50 
1903-02-26 06:45:00,   -33.02,  -70.93 
1903-02-26 07:00:00,     2.54,  -27.92 
1903-02-26 07:15:00,    53.34,   19.27 
1903-02-26 07:30:00,   109.22,   69.19 
1903-02-26 07:45:00,   160.02,  120.31 
1903-02-26 08:00:00,   215.90,  171.17 
1903-02-26 08:15:00,   266.70,  220.52 
1903-02-26 08:30:00,   317.50,  267.40 
1903-02-26 08:45:00,   358.14,  311.16 
1903-02-26 09:00:00,   393.70,  351.44 
1903-02-26 09:15:00,   431.80,  388.11 
1903-02-26 09:30:00,   462.28,  421.09 
1903-02-26 09:45:00,   490.22,  450.28 
1903-02-26 10:00:00,   515.62,  475.48 
1903-02-26 10:15:00,   538.48,  496.26 
1903-02-26 10:30:00,   556.26,  512.05 
1903-02-26 10:45:00,   566.42,  522.10 
1903-02-26 11:00:00,   568.96,  525.62 
1903-02-26 11:15:00,   566.42,  521.89 
1903-02-26 11:30:00,   556.26,  510.47 
1903-02-26 11:45:00,   541.02,  491.31 
1903-02-26 12:00:00,   523.24,  464.88 
1903-02-26 12:15:00,   487.68,  432.17 
1903-02-26 12:30:00,   449.58,  394.61 
1903-02-26 12:45:00,   414.02,  353.85 
1903-02-26 13:00:00,   370.84,  311.54 
1903-02-26 13:15:00,   327.66,  269.03 
1903-02-26 13:30:00,   287.02,  227.26 
1903-02-26 13:45:00,   248.92,  186.71 
1903-02-26 14:00:00,   210.82,  147.46 
1903-02-26 14:15:00,   167.64,  109.41 
1903-02-26 14:30:00,   132.08,   72.43 
1903-02-26 14:45:00,    93.98,   36.53 
1903-02-26 15:00:00,    58.42,    1.87 
1903-02-26 15:15:00,    20.32,  -31.22 
1903-02-26 15:30:00,   -12.70,  -62.39 
1903-02-26 15:45:00,   -43.18,  -91.36 
1903-02-26 16:00:00,   -71.12, -117.93 
1903-02-26 16:15:00,   -96.52, -141.99 
1903-02-26 16:30:00,  -119.38, -163.41 
1903-02-26 16:45:00,  -139.70, -181.96 
1903-02-26 17:00:00,  -160.02, -197.19 
1903-02-26 17:15:00,  -172.72, -208.43 
1903-02-26 17:30:00,  -182.88, -214.83 
1903-02-26 17:45:00,  -187.96, -215.43 
1903-02-26 18:00:00,  -187.96, -209.36 
1903-02-26 18:15:00,  -177.80, -195.90 
1903-02-26 18:30:00,  -157.48, -174.68 
1903-02-26 18:45:00,  -129.54, -145.72 
1903-02-26 19:00:00,   -96.52, -109.50 
1903-02-26 19:15:00,   -50.80,  -66.95 
1903-02-26 19:30:00,    -5.08,  -19.40 
1903-02-26 19:45:00,    45.72,   31.56 
1903-02-26 20:00:00,   101.60,   84.21 
1903-02-26 20:15:00,   154.94,  136.91 
1903-02-26 20:30:00,   208.28,  188.20 
1903-02-26 20:45:00,   259.08,  236.98 
1903-02-26 21:00:00,   302.26,  282.52 
1903-02-26 21:15:00,   353.06,  324.42 
1903-02-26 21:30:00,   388.62,  362.54 
1903-02-26 21:45:00,   424.18,  396.87 
1903-02-26 22:00:00,   452.12,  427.36 
1903-02-26 22:15:00,   474.98,  453.89 
1903-02-26 22:30:00,   495.30,  476.12 
1903-02-26 22:45:00,   510.54,  493.51 
1903-02-26 23:00:00,   520.70,  505.36 
1903-02-26 23:15:00,   523.24,  510.87 
1903-02-26 23:30:00,   520.70,  509.30 
1903-02-26 23:45:00,   510.54,  500.13 
1903-02-27 00:00:00,   495.30,  483.23 
1903-02-27 00:15:00,   474.98,  458.95 
1903-02-27 00:30:00,   447.04,  428.23 
1903-02-27 00:45:00,   416.56,  392.42 
1903-02-27 01:00:00,   383.54,  353.15 
1903-02-27 01:15:00,   345.44,  312.06 
1903-02-27 01:30:00,   312.42,  270.51 
1903-02-27 01:45:00,   279.40,  229.42 
1903-02-27 02:00:00,   246.38,  189.26 
1903-02-27 02:15:00,   210.82,  150.05 
1903-02-27 02:30:00,   177.80,  111.66 
1903-02-27 02:45:00,   147.32,   73.92 
1903-02-27 03:00:00,   116.84,   36.84 
1903-02-27 03:15:00,   101.60,    0.67 
1903-02-27 03:30:00,    88.90,  -34.16 
1903-02-27 03:45:00,    73.66,  -67.13 
1903-02-27 04:00:00,    53.34,  -97.79 
1903-02-27 04:15:00,    27.94, -125.78 
1903-02-27 04:30:00,    12.70, -150.86 
1903-02-27 04:45:00,    -7.62, -172.83 
1903-02-27 05:00:00,   -17.78, -191.42 
1903-02-27 05:15:00,   -25.40, -206.21 
1903-02-27 05:30:00,   -33.02, -216.55 
1903-02-27 05:45:00,   -27.94, -221.62 
1903-02-27 06:00:00,   -15.24, -220.50 
1903-02-27 06:15:00,     2.54, -212.33 
1903-02-27 06:30:00,    43.18, -196.41 
1903-02-27 06:45:00,    81.28, -172.39 
1903-02-27 07:00:00,   119.38, -140.32 
1903-02-27 07:15:00,   160.02, -100.74 
1903-02-27 07:30:00,   203.20,  -54.70 
1903-02-27 07:45:00,   241.30,   -3.61 
1903-02-27 08:00:00,   289.56,   50.78 
1903-02-27 08:15:00,   330.20,  106.64 
1903-02-27 08:30:00,   370.84,  162.20 
1903-02-27 08:45:00,   408.94,  215.98 
1903-02-27 09:00:00,   444.50,  266.83 
1903-02-27 09:15:00,   477.52,  314.08 
1903-02-27 09:30:00,   510.54,  357.40 
1903-02-27 09:45:00,   535.94,  396.72 
1903-02-27 10:00:00,   568.96,  432.09 
1903-02-27 10:15:00,   596.90,  463.54 
1903-02-27 10:30:00,   619.76,  490.92 
1903-02-27 10:45:00,   640.08,  513.87 
1903-02-27 11:00:00,   657.86,  531.81 
1903-02-27 11:15:00,   668.02,  543.93 
1903-02-27 11:30:00,   670.56,  549.33 
1903-02-27 11:45:00,   665.48,  547.16 
1903-02-27 12:00:00,   650.24,  536.82 
1903-02-27 12:15:00,   622.30,  518.09 
1903-02-27 12:30:00,   596.90,  491.34 
1903-02-27 12:45:00,   553.72,  457.51 
1903-02-27 13:00:00,   513.08,  418.10 
1903-02-27 13:15:00,   462.28,  374.92 
1903-02-27 13:30:00,   419.10,  329.84 
1903-02-27 13:45:00,   370.84,  284.47 
1903-02-27 14:00:00,   322.58,  239.96 
1903-02-27 14:15:00,   276.86,  196.91 
1903-02-27 14:30:00,   233.68,  155.46 
1903-02-27 14:45:00,   190.50,  115.43 
1903-02-27 15:00:00,   147.32,   76.59 
1903-02-27 15:15:00,   101.60,   38.82 
1903-02-27 15:30:00,    66.04,    2.21 
1903-02-27 15:45:00,    25.40,  -32.94 
1903-02-27 16:00:00,    -7.62,  -66.28 
1903-02-27 16:15:00,   -38.10,  -97.45 
1903-02-27 16:30:00,   -66.04, -126.23 
1903-02-27 16:45:00,   -93.98, -152.49 
1903-02-27 17:00:00,  -119.38, -176.14 
1903-02-27 17:15:00,  -147.32, -196.98 
1903-02-27 17:30:00,  -170.18, -214.59 
1903-02-27 17:45:00,  -187.96, -228.32 
1903-02-27 18:00:00,  -203.20, -237.21 
1903-02-27 18:15:00,  -208.28, -240.19 
1903-02-27 18:30:00,  -208.28, -236.14 
1903-02-27 18:45:00,  -200.66, -224.11 
1903-02-27 19:00:00,  -180.34, -203.49 
1903-02-27 19:15:00,  -152.40, -174.11 
1903-02-27 19:30:00,  -114.30, -136.36 
1903-02-27 19:45:00,   -68.58,  -91.22 
1903-02-27 20:00:00,   -17.78,  -40.13 
1903-02-27 20:15:00,    40.64,   15.03 
1903-02-27 20:30:00,    91.44,   72.26 
1903-02-27 20:45:00,   154.94,  129.57 
1903-02-27 21:00:00,   210.82,  185.23 
1903-02-27 21:15:00,   269.24,  237.95 
1903-02-27 21:30:00,   317.50,  286.88 
1903-02-27 21:45:00,   363.22,  331.63 
1903-02-27 22:00:00,   401.32,  372.12 
1903-02-27 22:15:00,   436.88,  408.42 
1903-02-27 22:30:00,   462.28,  440.61 
1903-02-27 22:45:00,   490.22,  468.64 
1903-02-27 23:00:00,   510.54,  492.22 
1903-02-27 23:15:00,   528.32,  510.84 
1903-02-27 23:30:00,   541.02,  523.79 
1903-02-27 23:45:00,   548.64,  530.22 
1903-02-28 00:00:00,   546.10,  529.33 
1903-02-28 00:15:00,   538.48,  520.48 
1903-02-28 00:30:00,   523.24,  503.44 
1903-02-28 00:45:00,   505.46,  478.49 
1903-02-28 01:00:00,   477.52,  446.50 
1903-02-28 01:15:00,   441.96,  408.90 
1903-02-28 01:30:00,   403.86,  367.42 
1903-02-28 01:45:00,   363.22,  323.91 
1903-02-28 02:00:00,   317.50,  279.96 
1903-02-28 02:15:00,   276.86,  236.70 
1903-02-28 02:30:00,   236.22,  194.70 
1903-02-28 02:45:00,   195.58,  154.03 
1903-02-28 03:00:00,   157.48,  114.44 
1903-02-28 03:15:00,   114.30,   75.65 
1903-02-28 03:30:00,    76.20,   37.52 
1903-02-28 03:45:00,    35.56,    0.16 
1903-02-28 04:00:00,     0.00,  -36.05 
1903-02-28 04:15:00,   -38.10,  -70.59 
1903-02-28 04:30:00,   -71.12, -102.96 
1903-02-28 04:45:00,  -101.60, -132.75 
1903-02-28 05:00:00,  -129.54, -159.69 
1903-02-28 05:15:00,  -154.94, -183.60 
1903-02-28 05:30:00,  -177.80, -204.24 
1903-02-28 05:45:00,  -198.12, -221.20 
1903-02-28 06:00:00,  -215.90, -233.84 
1903-02-28 06:15:00,  -228.60, -241.27 
1903-02-28 06:30:00,  -236.22, -242.44 
1903-02-28 06:45:00,  -243.84, -236.28 
1903-02-28 07:00:00,  -231.14, -221.89 
1903-02-28 07:15:00,  -208.28, -198.67 
1903-02-28 07:30:00,  -175.26, -166.50 
1903-02-28 07:45:00,  -132.08, -125.83 
1903-02-28 08:00:00,   -81.28,  -77.70 
1903-02-28 08:15:00,   -22.86,  -23.65 
1903-02-28 08:30:00,    38.10,   34.35 
1903-02-28 08:45:00,    99.06,   94.18 
1903-02-28 09:00:00,   162.56,  153.74 
1903-02-28 09:15:00,   228.60,  211.28 
1903-02-28 09:30:00,   284.48,  265.48 
1903-02-28 09:45:00,   335.28,  315.53 
1903-02-28 10:00:00,   388.62,  361.14 
1903-02-28 10:15:00,   434.34,  402.32 
1903-02-28 10:30:00,   469.90,  439.27 
1903-02-28 10:45:00,   505.46,  472.14 
1903-02-28 11:00:00,   533.40,  500.89 
1903-02-28 11:15:00,   561.34,  525.23 
1903-02-28 11:30:00,   584.20,  544.58 
1903-02-28 11:45:00,   599.44,  558.13 
1903-02-28 12:00:00,   604.52,  564.94 
1903-02-28 12:15:00,   599.44,  564.07 
1903-02-28 12:30:00,   589.28,  554.79 
1903-02-28 12:45:00,   571.50,  536.77 
1903-02-28 13:00:00,   546.10,  510.23 
1903-02-28 13:15:00,   508.00,  476.04 
1903-02-28 13:30:00,   467.36,  435.66 
1903-02-28 13:45:00,   424.18,  390.99 
1903-02-28 14:00:00,   375.92,  344.03 
1903-02-28 14:15:00,   330.20,  296.63 
1903-02-28 14:30:00,   289.56,  250.16 
1903-02-28 14:45:00,   243.84,  205.36 
1903-02-28 15:00:00,   200.66,  162.44 
1903-02-28 15:15:00,   160.02,  121.19 
1903-02-28 15:30:00,   124.46,   81.27 
1903-02-28 15:45:00,    81.28,   42.43 
1903-02-28 16:00:00,    43.18,    4.66 
1903-02-28 16:15:00,     2.54,  -31.80 
1903-02-28 16:30:00,   -27.94,  -66.56 
1903-02-28 16:45:00,   -58.42,  -99.23 
1903-02-28 17:00:00,   -86.36, -129.54 
1903-02-28 17:15:00,  -114.30, -157.34 
1903-02-28 17:30:00,  -137.16, -182.56 
1903-02-28 17:45:00,  -160.02, -205.07 
1903-02-28 18:00:00,  -182.88, -224.52 
1903-02-28 18:15:00,  -200.66, -240.28 
1903-02-28 18:30:00,  -215.90, -251.40 
1903-02-28 18:45:00,  -226.06, -256.67 
1903-02-28 19:00:00,  -233.68, -254.83 
1903-02-28 19:15:00,  -228.60, -244.71 
1903-02-28 19:30:00,  -213.36, -225.45 
1903-02-28 19:45:00,  -182.88, -196.68 
1903-02-28 20:00:00,  -144.78, -158.62 
1903-02-28 20:15:00,   -96.52, -112.17 
1903-02-28 20:30:00,   -45.72,  -58.86 
1903-02-28 20:45:00,    10.16,   -0.69 
1903-02-28 21:00:00,    66.04,   60.05 
1903-02-28 21:15:00,   134.62,  121.07 
1903-02-28 21:30:00,   193.04,  180.35 
1903-02-28 21:45:00,   251.46,  236.34 
1903-02-28 22:00:00,   302.26,  288.05 
1903-02-28 22:15:00,   350.52,  335.04 
1903-02-28 22:30:00,   391.16,  377.30 
1903-02-28 22:45:00,   429.26,  415.01 
1903-02-28 23:00:00,   462.28,  448.36 
1903-02-28 23:15:00,   492.76,  477.41 
1903-02-28 23:30:00,   515.62,  501.95 
1903-02-28 23:45:00,   535.94,  521.49 
